p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se
AD_30617256	AA_CHARGE	-0.044	0.2169	-0.2028	0.8393	0.0736	0.0585	1.037	0.0263	-0.0004	0.005
AD_30617256	AD_30617256	1	3.76E-06	265617.0443	0	0.0088	0.0048	1.0496	0.0559	1.0496	0.0559
AD_30617256	ADD_30336701_C	-0.0093	0.0772	-0.1202	0.9043	0.0833	0.0054	0.9991	0.0073	-0.0063	0.0057
AD_30617256	ADD_30336701_P	0.068	0.0925	0.7352	0.4622	0.059	0.0047	1.0048	0.0069	0.0044	0.0052
AD_30617256	ADD_30336701_T	0.0071	0.0762	0.0937	0.9253	0.0915	0.0055	1.0023	0.0073	-0.0047	0.0057
AD_30617256	ADHD_30478444	0.1385	0.0852	1.6257	0.104	0.2358	0.0152	1.0375	0.0104	0.003	0.0059
AD_30617256	AdrA_CHARGE	-0.3204	0.2513	-1.2746	0.2025	0.1363	0.0919	1.0077	0.0079	0.0048	0.0055
AD_30617256	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AD_30617256	AN_28494655	-0.0409	0.126	-0.325	0.7452	0.2296	0.0384	1.0122	0.0082	0.0041	0.0062
AD_30617256	AN_31308545	-0.0458	0.0847	-0.5411	0.5884	0.1816	0.0131	1.0233	0.012	0.0067	0.0076
AD_30617256	ANX_26754954	0.1025	0.1803	0.5686	0.5696	0.0764	0.0303	1.0037	0.0076	0.0003	0.0064
AD_30617256	ASD_28540026	0.0906	0.0852	1.0629	0.2878	0.2942	0.0342	0.9655	0.0075	0.0009	0.0053
AD_30617256	ASD_30804558	0.0119	0.0776	0.153	0.8784	0.1965	0.0165	1.0091	0.0096	0.0012	0.006
AD_30617256	BIP_21926972	0.1898	0.0721	2.6336	0.0084	0.4759	0.0423	1.0053	0.0106	-0.0073	0.0062
AD_30617256	BIP_31043756	0.1599	0.069	2.3173	0.0205	0.3492	0.0178	1.0226	0.0105	-0.0043	0.0072
AD_30617256	BIP_34002096	0.1292	0.0663	1.9492	0.0513	0.0699	0.003	1.0312	0.0116	0.0075	0.0057
AD_30617256	CDG_23453885	0.148	0.0746	1.9835	0.0473	0.1773	0.0128	1.0228	0.0117	-0.0001	0.007
AD_30617256	CDG_29906448	0.1407	0.0555	2.5359	0.0112	0.351	0.0147	1.0256	0.0133	0.0005	0.0069
AD_30617256	CDG_31926635	0.2397	0.0972	2.4655	0.0137	0.0767	0.0033	1.0428	0.011	0.0044	0.0066
AD_30617256	DE_ukb-b-20045	0.2837	0.1435	1.9771	0.048	0.0072	0.0013	1.0032	0.0084	0.0111	0.0056
AD_30617256	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AD_30617256	DHA_CHARGE	0.0642	0.1866	0.344	0.7309	0.1092	0.0524	1.0004	0.007	-0.0052	0.0047
AD_30617256	DHA_pct_UKB	-0.1737	0.0739	-2.3493	0.0188	0.1218	0.0112	1.0357	0.0294	0.003	0.0051
AD_30617256	DHA_UKB	-0.1313	0.0962	-1.3646	0.1724	0.1095	0.012	1.0705	0.0406	0.0067	0.0087
AD_30617256	DPA_CHARGE	-0.274	0.1932	-1.4184	0.1561	0.1777	0.1055	1.0116	0.0068	0.0029	0.0044
AD_30617256	EPA_CHARGE	NA	NA	NA	NA	-0.287	0.0584	1.0819	0.0071	-0.0093	0.0048
AD_30617256	GLA_CHARGE	NA	NA	NA	NA	-0.377	0.1049	1.0851	0.0176	-0.0075	0.0046
AD_30617256	INS_ukb-b-3957	0.2093	0.0711	2.9434	0.0032	0.0624	0.0022	1.0253	0.0101	0.0089	0.0058
AD_30617256	LA_CHARGE	0.0106	0.1458	0.0724	0.9423	0.1635	0.1446	1.017	0.009	0.0025	0.005
AD_30617256	LA_pct_UKB	-0.2592	0.1416	-1.8306	0.0672	0.1208	0.0142	1.0488	0.0254	0.0066	0.0151
AD_30617256	LA_UKB	-0.0902	0.1298	-0.6949	0.4871	0.123	0.0243	1.0246	0.0308	0.0113	0.0215
AD_30617256	MDD_22472876	0.0606	0.0993	0.6104	0.5416	0.1616	0.0294	1.0178	0.0087	0.0108	0.0062
AD_30617256	MDD_30718901	0.162	0.0655	2.4748	0.0133	0.061	0.0024	0.9945	0.0103	0.0213	0.0055
AD_30617256	MooD_ukb-d-KRA_PSY_MOOD	0.0743	0.1272	0.5843	0.559	0.0056	0.0013	0.9977	0.0068	0.0009	0.005
AD_30617256	OCD_28761083	-0.2004	0.1313	-1.5262	0.127	0.3352	0.0475	0.991	0.0072	0.0063	0.0054
AD_30617256	Omega_3_pct_UKB	-0.1143	0.08	-1.4274	0.1535	0.0929	0.0104	1.0752	0.056	0.0015	0.0053
AD_30617256	Omega_3_UKB	-0.0453	0.0816	-0.5552	0.5787	0.1173	0.0179	1.0698	0.0476	0.0045	0.0077
AD_30617256	Omega_6_by_Omega_3_UKB	0.0359	0.0784	0.4572	0.6475	0.0906	0.0114	1.074	0.0512	-0.0001	0.0056
AD_30617256	Omega_6_pct_UKB	-0.2166	0.1024	-2.1153	0.0344	0.1455	0.0198	1.0315	0.0222	0.005	0.009
AD_30617256	Omega_6_UKB	-0.0589	0.1257	-0.4689	0.6392	0.1238	0.0257	1.0317	0.0339	0.0128	0.0217
AD_30617256	PD_ieu-b-7	0.1933	0.076	2.5427	0.011	0.0163	0.0017	0.9809	0.0076	0.0118	0.0046
AD_30617256	PTSD_31594949	0.127	0.1263	1.0056	0.3146	0.0165	0.003	1.0249	0.0068	0.0118	0.0054
AD_30617256	PUFA_pct_UKB	-0.2284	0.0984	-2.3203	0.0203	0.164	0.0203	1.0233	0.0162	0.0059	0.0086
AD_30617256	PUFA_UKB	-0.0602	0.1156	-0.5205	0.6027	0.1425	0.0287	1.0352	0.0337	0.0128	0.0203
AD_30617256	SCZ_21926974	0.0846	0.0611	1.3851	0.166	0.2328	0.014	1.0278	0.011	0.0016	0.0076
AD_30617256	SCZ_23974872	0.1032	0.0508	2.029	0.0425	0.288	0.0155	1.0183	0.0099	-0.0033	0.0063
AD_30617256	SCZ_25056061	0.1074	0.0622	1.7267	0.0842	1161.2249	57.2788	1.0707	0.0167	0.0082	0.0072
AD_30617256	TS_30818990	-0.0129	0.0976	-0.1321	0.8949	0.3545	0.0419	1.0179	0.0077	0.0125	0.0049
ADD_30336701_C	AA_CHARGE	-0.2122	0.1724	-1.2305	0.2185	0.0784	0.0613	1.0356	0.0251	0.0059	0.0045
ADD_30336701_C	AD_30617256	-0.0093	0.0772	-0.1202	0.9043	0.0086	0.0048	1.0504	0.0563	-0.0063	0.0057
ADD_30336701_C	ADD_30336701_C	1	1.03E-07	9.73E+06	0	0.0838	0.0053	0.9986	0.0067	0.9986	0.0067
ADD_30336701_C	ADD_30336701_P	0.6922	0.0387	17.8831	1.60E-71	0.0595	0.0047	1.004	0.0062	0.3782	0.0053
ADD_30336701_C	ADD_30336701_T	0.986	0.0021	475.3164	0	0.092	0.0056	1.0017	0.0068	0.9602	0.0066
ADD_30336701_C	ADHD_30478444	-0.0984	0.0416	-2.3663	0.018	0.237	0.0154	1.0365	0.0101	-0.0064	0.0059
ADD_30336701_C	AdrA_CHARGE	-0.074	0.1268	-0.5839	0.5593	0.1429	0.1019	1.0059	0.007	-0.0044	0.0053
ADD_30336701_C	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADD_30336701_C	AN_28494655	0.0825	0.0747	1.1053	0.269	0.2292	0.0359	1.0125	0.0077	-0.0096	0.0062
ADD_30336701_C	AN_31308545	-0.0029	0.0479	-0.0612	0.9512	0.181	0.013	1.0238	0.0121	-0.0166	0.0077
ADD_30336701_C	ANX_26754954	0.101	0.1199	0.8426	0.3994	0.0747	0.0312	1.0034	0.0077	-0.0129	0.0062
ADD_30336701_C	ASD_28540026	0.042	0.058	0.7252	0.4683	0.2952	0.0326	0.9655	0.0076	0.0051	0.005
ADD_30336701_C	ASD_30804558	-0.1022	0.0565	-1.8094	0.0704	0.1945	0.0165	1.0109	0.0096	0.0022	0.0071
ADD_30336701_C	BIP_21926972	0.1064	0.062	1.716	0.0862	0.4736	0.0407	1.0055	0.01	-0.0059	0.0079
ADD_30336701_C	BIP_31043756	0.0374	0.0393	0.9531	0.3405	0.3486	0.0171	1.0225	0.0098	-0.005	0.0066
ADD_30336701_C	BIP_34002096	0.0179	0.0327	0.5455	0.5854	0.0701	0.0029	1.0306	0.0111	-0.0078	0.0061
ADD_30336701_C	CDG_23453885	-0.0003	0.053	-0.0054	0.9957	0.1763	0.0132	1.024	0.0115	0.0009	0.0079
ADD_30336701_C	CDG_29906448	0.005	0.0318	0.1589	0.8738	0.3508	0.0148	1.0266	0.013	-0.0047	0.0069
ADD_30336701_C	CDG_31926635	-0.0886	0.038	-2.3308	0.0198	0.0769	0.0033	1.0428	0.0109	-0.0296	0.0064
ADD_30336701_C	DE_ukb-b-20045	-0.1534	0.0746	-2.0563	0.0398	0.0069	0.0012	1.0064	0.0079	-0.0146	0.0056
ADD_30336701_C	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADD_30336701_C	DHA_CHARGE	-0.0027	0.1178	-0.0226	0.982	0.1081	0.0537	1	0.0065	0.0001	0.0045
ADD_30336701_C	DHA_pct_UKB	0.2071	0.04	5.1785	2.24E-07	0.1231	0.011	1.0342	0.0302	0.0373	0.0055
ADD_30336701_C	DHA_UKB	0.1988	0.0406	4.8943	9.87E-07	0.1112	0.0115	1.0683	0.0412	0.051	0.005
ADD_30336701_C	DPA_CHARGE	-0.1011	0.0888	-1.1383	0.255	0.1952	0.1028	1.008	0.007	-0.0011	0.0049
ADD_30336701_C	EPA_CHARGE	NA	NA	NA	NA	-0.2571	0.0563	1.0747	0.0068	-0.0019	0.0046
ADD_30336701_C	GLA_CHARGE	NA	NA	NA	NA	-0.3919	0.1015	1.0858	0.0151	-0.009	0.0046
ADD_30336701_C	INS_ukb-b-3957	-0.0215	0.0293	-0.734	0.463	0.0626	0.0023	1.0261	0.0092	0.0042	0.0054
ADD_30336701_C	LA_CHARGE	0.1073	0.3849	0.2787	0.7805	0.1588	0.1557	1.0173	0.0075	-8.39E-05	0.0048
ADD_30336701_C	LA_pct_UKB	0.0448	0.0426	1.0507	0.2934	0.1203	0.0136	1.0489	0.0257	-0.0291	0.0052
ADD_30336701_C	LA_UKB	0.0038	0.0426	0.0886	0.9294	0.1215	0.0242	1.0281	0.0304	0.0077	0.0059
ADD_30336701_C	MDD_22472876	-0.2228	0.081	-2.7518	0.0059	0.1619	0.0293	1.0179	0.0087	0.0026	0.0066
ADD_30336701_C	MDD_30718901	-0.1161	0.0345	-3.3655	0.0008	0.0609	0.0024	0.9948	0.01	-0.0305	0.0058
ADD_30336701_C	MooD_ukb-d-KRA_PSY_MOOD	-0.0102	0.088	-0.116	0.9077	0.0059	0.0012	0.9958	0.0066	-0.009	0.005
ADD_30336701_C	OCD_28761083	0.0782	0.0672	1.164	0.2444	0.3295	0.0496	0.9925	0.0072	-0.0174	0.0051
ADD_30336701_C	Omega_3_pct_UKB	0.123	0.0431	2.8523	0.0043	0.0951	0.0125	1.0718	0.0558	0.0348	0.0054
ADD_30336701_C	Omega_3_UKB	0.0797	0.043	1.8556	0.0635	0.1175	0.0188	1.0716	0.0498	0.04	0.0054
ADD_30336701_C	Omega_6_by_Omega_3_UKB	-0.08	0.046	-1.7402	0.0818	0.0918	0.0133	1.0739	0.0537	-0.0377	0.0053
ADD_30336701_C	Omega_6_pct_UKB	0.0808	0.0394	2.0522	0.0402	0.1449	0.0196	1.0314	0.0208	-0.0241	0.0056
ADD_30336701_C	Omega_6_UKB	0.0288	0.0433	0.666	0.5054	0.1219	0.0254	1.0359	0.0332	0.0189	0.0059
ADD_30336701_C	PD_ieu-b-7	0.0652	0.0572	1.1399	0.2543	0.0164	0.0016	0.9794	0.0072	-0.0022	0.0054
ADD_30336701_C	PTSD_31594949	-0.2191	0.0739	-2.9635	0.003	0.0169	0.0029	1.0238	0.0066	-0.022	0.0051
ADD_30336701_C	PUFA_pct_UKB	0.1125	0.0375	2.9976	0.0027	0.1635	0.0198	1.0225	0.016	-0.0091	0.0057
ADD_30336701_C	PUFA_UKB	0.0471	0.0412	1.1427	0.2532	0.1404	0.028	1.0399	0.0333	0.0259	0.0059
ADD_30336701_C	SCZ_21926974	0.0147	0.0458	0.3215	0.7478	0.232	0.0138	1.029	0.0108	-0.0022	0.0075
ADD_30336701_C	SCZ_23974872	-0.0031	0.0368	-0.0853	0.9321	0.287	0.0149	1.0197	0.0097	0.0005	0.0062
ADD_30336701_C	SCZ_25056061	0.0133	0.0366	0.3628	0.7167	1158.6145	57.9493	1.0731	0.0171	-0.0056	0.0076
ADD_30336701_C	TS_30818990	-0.1742	0.0611	-2.8534	0.0043	0.3614	0.0419	1.0155	0.0076	0.0073	0.0056
ADD_30336701_P	AA_CHARGE	0.0077	0.1429	0.0537	0.9572	0.0784	0.0613	1.0356	0.0251	-0.0016	0.0045
ADD_30336701_P	AD_30617256	0.068	0.0925	0.7352	0.4622	0.0086	0.0048	1.0504	0.0563	0.0044	0.0052
ADD_30336701_P	ADD_30336701_C	0.6922	0.0387	17.8831	1.60E-71	0.0838	0.0053	0.9986	0.0067	0.3782	0.0053
ADD_30336701_P	ADD_30336701_P	1	1.55E-06	645054.4902	0	0.0595	0.0047	1.004	0.0062	1.004	0.0062
ADD_30336701_P	ADD_30336701_T	0.803	0.0264	30.3741	1.21E-202	0.092	0.0056	1.0017	0.0068	0.5943	0.0057
ADD_30336701_P	ADHD_30478444	0.2364	0.0505	4.6831	2.83E-06	0.237	0.0154	1.0365	0.0101	-0.0097	0.0063
ADD_30336701_P	AdrA_CHARGE	-0.0504	0.1242	-0.406	0.6847	0.1429	0.1019	1.0059	0.007	-0.0017	0.0051
ADD_30336701_P	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADD_30336701_P	AN_28494655	0.0864	0.0832	1.0377	0.2994	0.2292	0.0359	1.0125	0.0077	-0.0074	0.0053
ADD_30336701_P	AN_31308545	0.0573	0.0476	1.2035	0.2288	0.181	0.013	1.0238	0.0121	-0.005	0.0072
ADD_30336701_P	ANX_26754954	0.4104	0.155	2.6476	0.0081	0.0747	0.0312	1.0034	0.0077	-0.009	0.0058
ADD_30336701_P	ASD_28540026	0.1404	0.0659	2.1304	0.0331	0.2952	0.0326	0.9655	0.0076	-0.0004	0.0052
ADD_30336701_P	ASD_30804558	0.1698	0.0576	2.9461	0.0032	0.1945	0.0165	1.0109	0.0096	-0.0071	0.0059
ADD_30336701_P	BIP_21926972	0.2774	0.0663	4.1818	2.89E-05	0.4736	0.0407	1.0055	0.01	-0.0089	0.007
ADD_30336701_P	BIP_31043756	0.2695	0.0439	6.133	8.62E-10	0.3486	0.0171	1.0225	0.0098	-0.0109	0.0063
ADD_30336701_P	BIP_34002096	0.2852	0.0372	7.6636	1.81E-14	0.0701	0.0029	1.0306	0.0111	-0.0065	0.0062
ADD_30336701_P	CDG_23453885	0.3239	0.0573	5.6518	1.59E-08	0.1763	0.0132	1.024	0.0115	-0.005	0.0075
ADD_30336701_P	CDG_29906448	0.2422	0.0345	7.0247	2.15E-12	0.3508	0.0148	1.0266	0.013	-0.0052	0.0069
ADD_30336701_P	CDG_31926635	0.3344	0.0446	7.4997	6.40E-14	0.0769	0.0033	1.0428	0.0109	0.0396	0.0064
ADD_30336701_P	DE_ukb-b-20045	0.2751	0.0875	3.1459	0.0017	0.0069	0.0012	1.0064	0.0079	0.0087	0.0054
ADD_30336701_P	DGLA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADD_30336701_P	DHA_CHARGE	0.09	0.1261	0.7136	0.4755	0.1081	0.0537	1	0.0065	-0.0038	0.0046
ADD_30336701_P	DHA_pct_UKB	0.0578	0.0463	1.2472	0.2123	0.1231	0.011	1.0342	0.0302	0.0023	0.005
ADD_30336701_P	DHA_UKB	0.1239	0.0519	2.3855	0.0171	0.1112	0.0115	1.0683	0.0412	0.0095	0.0051
ADD_30336701_P	DPA_CHARGE	-0.102	0.0958	-1.0645	0.2871	0.1952	0.1028	1.008	0.007	-0.0038	0.0048
ADD_30336701_P	EPA_CHARGE	NA	NA	NA	NA	-0.2571	0.0563	1.0747	0.0068	9.08E-05	0.0045
ADD_30336701_P	GLA_CHARGE	NA	NA	NA	NA	-0.3919	0.1015	1.0858	0.0151	-0.0156	0.0047
ADD_30336701_P	INS_ukb-b-3957	0.1505	0.0318	4.729	2.26E-06	0.0626	0.0023	1.0261	0.0092	0.0357	0.0052
ADD_30336701_P	LA_CHARGE	-0.0548	0.2241	-0.2444	0.8069	0.1588	0.1557	1.0173	0.0075	0.0061	0.0049
ADD_30336701_P	LA_pct_UKB	-0.157	0.0561	-2.8005	0.0051	0.1203	0.0136	1.0489	0.0257	-0.0292	0.0054
ADD_30336701_P	LA_UKB	0.0151	0.044	0.3434	0.7313	0.1215	0.0242	1.0281	0.0304	-0.0053	0.0053
ADD_30336701_P	MDD_22472876	0.2599	0.0882	2.9451	0.0032	0.1619	0.0293	1.0179	0.0087	-0.0024	0.0065
ADD_30336701_P	MDD_30718901	0.2844	0.0392	7.2478	4.23E-13	0.0609	0.0024	0.9948	0.01	0.0293	0.0059
ADD_30336701_P	MooD_ukb-d-KRA_PSY_MOOD	0.1967	0.0891	2.2072	0.0273	0.0059	0.0012	0.9958	0.0066	0.0086	0.0047
ADD_30336701_P	OCD_28761083	0.0157	0.0825	0.1908	0.8487	0.3295	0.0496	0.9925	0.0072	-0.0046	0.0052
ADD_30336701_P	Omega_3_pct_UKB	0.0556	0.0544	1.0224	0.3066	0.0951	0.0125	1.0718	0.0558	0.002	0.005
ADD_30336701_P	Omega_3_UKB	0.0981	0.0549	1.7881	0.0738	0.1175	0.0188	1.0716	0.0498	0.0076	0.0054
ADD_30336701_P	Omega_6_by_Omega_3_UKB	-0.0891	0.0589	-1.5113	0.1307	0.0918	0.0133	1.0739	0.0537	-0.0071	0.0053
ADD_30336701_P	Omega_6_pct_UKB	-0.1152	0.0548	-2.1016	0.0356	0.1449	0.0196	1.0314	0.0208	-0.0195	0.0056
ADD_30336701_P	Omega_6_UKB	0.0638	0.0466	1.37	0.1707	0.1219	0.0254	1.0359	0.0332	0.0039	0.0054
ADD_30336701_P	PD_ieu-b-7	0.055	0.0541	1.0167	0.3093	0.0164	0.0016	0.9794	0.0072	-0.005	0.0049
ADD_30336701_P	PTSD_31594949	0.3816	0.0886	4.3051	1.67E-05	0.0169	0.0029	1.0238	0.0066	0.0323	0.0047
ADD_30336701_P	PUFA_pct_UKB	-0.0983	0.047	-2.092	0.0364	0.1635	0.0198	1.0225	0.016	-0.0168	0.0054
ADD_30336701_P	PUFA_UKB	0.0775	0.0456	1.7003	0.0891	0.1404	0.028	1.0399	0.0333	0.005	0.0054
ADD_30336701_P	SCZ_21926974	0.2098	0.0526	3.9906	6.59E-05	0.232	0.0138	1.029	0.0108	-0.0041	0.0071
ADD_30336701_P	SCZ_23974872	0.2029	0.0433	4.6863	2.78E-06	0.287	0.0149	1.0197	0.0097	-0.0042	0.0062
ADD_30336701_P	SCZ_25056061	0.2441	0.0398	6.1349	8.52E-10	1158.6145	57.9493	1.0731	0.0171	-0.0068	0.0075
ADD_30336701_P	TS_30818990	-0.1068	0.0705	-1.5138	0.1301	0.3614	0.0419	1.0155	0.0076	0.0016	0.005
ADD_30336701_T	AA_CHARGE	-0.2214	0.1707	-1.297	0.1946	0.0784	0.0613	1.0356	0.0251	0.0057	0.0046
ADD_30336701_T	AD_30617256	0.0071	0.0762	0.0937	0.9253	0.0086	0.0048	1.0504	0.0563	-0.0047	0.0057
ADD_30336701_T	ADD_30336701_C	0.986	0.0021	475.3164	0	0.0838	0.0053	0.9986	0.0067	0.9602	0.0066
ADD_30336701_T	ADD_30336701_P	0.803	0.0264	30.3741	1.21E-202	0.0595	0.0047	1.004	0.0062	0.5943	0.0057
ADD_30336701_T	ADD_30336701_T	1	2.18E-08	4.58E+07	0	0.092	0.0056	1.0017	0.0068	1.0017	0.0068
ADD_30336701_T	ADHD_30478444	-0.0295	0.0413	-0.7153	0.4744	0.237	0.0154	1.0365	0.0101	-0.0078	0.0059
ADD_30336701_T	AdrA_CHARGE	-0.1057	0.128	-0.8257	0.409	0.1429	0.1019	1.0059	0.007	-0.0031	0.0053
ADD_30336701_T	ALA_CHARGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADD_30336701_T	AN_28494655	0.0959	0.0704	1.3622	0.1731	0.2292	0.0359	1.0125	0.0077	-0.0113	0.006
ADD_30336701_T	AN_31308545	0.0192	0.0453	0.4238	0.6717	0.181	0.013	1.0238	0.0121	-0.0167	0.0078
ADD_30336701_T	ANX_26754954	0.1754	0.1203	1.458	0.1448	0.0747	0.0312	1.0034	0.0077	-0.0139	0.0061
ADD_30336701_T	ASD_28540026	0.0668	0.0552	1.2103	0.2262	0.2952	0.0326	0.9655	0.0076	0.0034	0.005
